Y	2023-02-01	2023-02-28
H	Çalışan 1	2023-02-02	16		26633.19	26633.19	1
H	Çalışan 1	2023-02-24	4		1000.00	1000.00	5
51	5	32	Nakit ve Nakit Benzerleri	Bankadaki Nakit	3250	1000.00	D	2023-02-24	other			4	2023-02-24	banka		TRY
52	5	40	Ticari Alacaklar	Müşteri Alacakları	4010	1000.00	C	2023-02-24	other			4	2023-02-24	banka		TRY
H	Çalışan 1	2023-02-24	24		500.00	500.00	6
53	6	5200	Alacak Hesapları	Tedarikçilere Ticari Borçlar	5201	500.00	D	2023-02-24	other			24	2023-02-24	nakit		TRY
54	6	32	Nakit ve Nakit Benzerleri	Elindeki Naki	3240	500.00	C	2023-02-24	other			24	2023-02-24	nakit		TRY
H	Çalışan 1	2023-02-24	5		700.00	700.00	7
55	7	5200	Alacak Hesapları	Tedarikçilere Ticari Borçlar	5201	700.00	D	2023-02-24	other			5	2023-02-24	banka		TRY
56	7	32	Nakit ve Nakit Benzerleri	Bankadaki Nakit	3250	700.00	C	2023-02-24	other			5	2023-02-24	banka		TRY
H	Çalışan 1	2023-02-24	26		180.00	180.00	8
57	8	42	Giderler	Yönetim Giderleri	420.2	180.00	D	2023-02-24	other			26	2023-02-24			TRY
58	8	32	Nakit ve Nakit Benzerleri	Elindeki Naki	3240	180.00	C	2023-02-24	other			26	2023-02-24			TRY
H	Çalışan 1	2023-02-24	27		12.00	12.00	9
59	9	32	Nakit ve Nakit Benzerleri	Elindeki Naki	3240	12.00	D	2023-02-24	other			27	2023-02-24			TRY
60	9	9100	Diğer gelirler	Diğer gelirler	9100	12.00	C	2023-02-24	other			27	2023-02-24			TRY
H	Çalışan 1	2023-02-24	8		1100.00	1100.00	10
61	10	32	Nakit ve Nakit Benzerleri	Transit hesap	3221	1100.00	D	2023-02-24	other			8	2023-02-24	banka		TRY
62	10	32	Nakit ve Nakit Benzerleri	Bankadaki Nakit	3250	1100.00	C	2023-02-24	other			8	2023-02-24	banka		TRY
H	Çalışan 1	2023-02-24	7		150.00	150.00	11
63	11	32	Nakit ve Nakit Benzerleri	Bankadaki Nakit	3250	150.00	D	2023-02-24	other			7	2023-02-24	banka		TRY
64	11	32	Nakit ve Nakit Benzerleri	Transit hesap	3221	150.00	C	2023-02-24	other			7	2023-02-24	banka		TRY
H	Çalışan 1	2023-02-24	31		15.00	15.00	12
65	12	42	Giderler	Yönetim Giderleri	420.2	15.00	D	2023-02-24	other			31	2023-02-24			TRY
66	12	40	Ticari Alacaklar	Müşteri Alacakları	4010	15.00	C	2023-02-24	other			31	2023-02-24			TRY
H	Çalışan 1	2023-02-24	28		25.00	25.00	13
67	13	5200	Alacak Hesapları	Tedarikçilere Ticari Borçlar	5201	25.00	D	2023-02-24	other			28	2023-02-24			TRY
68	13	9100	Diğer gelirler	Diğer gelirler	9100	25.00	C	2023-02-24	other			28	2023-02-24			TRY
H	Çalışan 1	2023-02-24	22		220.00	220.00	14
69	14	5200	Alacak Hesapları	Tedarikçilere Ticari Borçlar	5201	183.33	D	2023-02-24	other			22	2023-02-24			TRY
70	14	35	Stoklar	Satışa Sunulan Ürünler	3540	183.33	C	2023-02-24	other			22	2023-02-24			TRY
71	14	5200	Alacak Hesapları	Tedarikçilere Ticari Borçlar	5201	36.67	D	2023-02-24	other			22	2023-02-24			TRY
72	14	5300	Vergi Yükümlülükleri	Girdi KDV (iade)	5303	36.67	C	2023-02-24	other			22	2023-02-24			TRY
H	Çalışan 1	2023-02-25	9		1100.00	1100.00	15
73	15	42	Giderler	Diğer İşletme Giderleri	420.5	17.97	D	2023-02-25	other			9	2023-02-25	banka		TRY
74	15	32	Nakit ve Nakit Benzerleri	Transit hesap	3221	17.97	C	2023-02-25	other			9	2023-02-25	banka		TRY
75	15	32	Nakit ve Nakit Benzerleri	Bankadaki Nakit	3250	1082.03	D	2023-02-25	other			9	2023-02-25	banka		TRY
76	15	32	Nakit ve Nakit Benzerleri	Transit hesap	3221	1082.03	C	2023-02-25	other			9	2023-02-25	banka		TRY
H	Çalışan 1	2023-02-25	34		150.00	150.00	16
77	16	42	Giderler	Satışa Maliyet - COGS	420.1	100.00	D	2023-02-25	other			34	2023-02-25			TRY
78	16	35	Stoklar	Satışa Sunulan Ürünler	3540	100.00	C	2023-02-25	other			34	2023-02-25			TRY
79	16	42	Giderler	Satışa Maliyet - COGS	420.1	50.00	D	2023-02-25	other			34	2023-02-25			TRY
80	16	35	Stoklar	Satışa Sunulan Ürünler	3540	50.00	C	2023-02-25	other			34	2023-02-25			TRY
